#Initial States of Connected Instruments
#_______________
#Type = Voltmeter 181
#Resource Address = GPIB0::9
#ID = NONE
#Initial Voltage = 0.000046 V
#_______________
#Type = Lock-in Amplifier
#Resource Address = GPIB0::24
#ID = Stanford_Research_Systems,SR830,s/n83855,ver1.07 
#Time Constant = 0.3
#Sensitivity = 2 mV/nA
#Reference Frequency = 408.200000 Hz
#Sine Amplitude = 0.800000 V
#Reference Source = Internal
#Filter Status = Both
#
#_______________
#Type = Gaussmeter 455
#Resource Address = GPIB0::12
#ID = LSCI,MODEL455,4550271,06062006
#Initial Field = -0.000640 T
#_______________
#Type = FSP38
#Resource Address = GPIB0::20
#ID = Rohde&Schwarz,FSP-38,100037/038,3.50
#Reference Level = 0.00 W
#RES Bandwidth = 1.00e+06 Hz
#Range = (1.10e+10, 1.10e+10) Hz
#Sweep Count = 5
#Sweep Points = 125
#Amplitude Unit = W
#
#_______________
#Indicies of Loops
#__Loop 1__
#(0, 125)(126, 251)(252, 377)(378, 503)(504, 629)(630, 755)(756, 881)(882, 1007)(1008, 1133)(1134, 1259)
#(1260, 1385)(1386, 1511)(1512, 1637)(1638, 1763)(1764, 1889)(1890, 2015)(2016, 2141)(2142, 2267)(2268, 2393)(2394, 2519)
#(2520, 2645)(2646, 2771)(2772, 2897)
#__Loop 2__
#(0, 2897)
#__Loop 3__
#(0, 2897)
#_______________
#__SWEEP 1__
#
#Name = SpecAnalyzer
#Class Type = GASPSD
#Instrument Type = FSP38 Address = GPIB0::20
#Delay = 0.0 seconds
#Comment=  First instance of the S
#Type = FSP38
#Resource Address = GPIB0::20
#ID = Rohde&Schwarz,FSP-38,100037/038,3.50
#Reference Level = 0.00 W
#RES Bandwidth = 1.00e+06 Hz
#Range = (1.10e+10, 1.10e+10) Hz
#Sweep Count = 5
#Sweep Points = 125
#Amplitude Unit = W
#
#_______________
#__SWEEP 2__
#
#Name = SetField
#Class Type = setBField
#Instrument Type = Lock-in Amplifier Address = GPIB0::24
#Measurement Type = AuxOut  Port = 4
#Delay = 0.0 seconds
#Delay 2 = 1 seconds
#Calibration Factor = -0.058850 T/V
#Comment=    None
#
#Type = Lock-in Amplifier
#Resource Address = GPIB0::24
#ID = Stanford_Research_Systems,SR830,s/n83855,ver1.07 
#Time Constant = 0.3
#Sensitivity = 2 mV/nA
#Reference Frequency = 408.200000 Hz
#Sine Amplitude = 0.800000 V
#Reference Source = Internal
#Filter Status = Both
#
#_______________
#
#
SpecAnalyzer (GHz)	SetField (T)	None	 Sweep 1 (W)
1.095000000e+10	-9.710000000e-02	0.000000000e+00	-1.890391050e-13
1.095080645e+10	-9.710000000e-02	0.000000000e+00	5.634295100e-14
1.095161290e+10	-9.710000000e-02	0.000000000e+00	-1.267974400e-14
1.095241935e+10	-9.710000000e-02	0.000000000e+00	-1.345046030e-13
1.095322581e+10	-9.710000000e-02	0.000000000e+00	5.537237300e-14
1.095403226e+10	-9.710000000e-02	0.000000000e+00	2.668850400e-14
1.095483871e+10	-9.710000000e-02	0.000000000e+00	-3.470097500e-14
1.095564516e+10	-9.710000000e-02	0.000000000e+00	1.059909540e-13
1.095645161e+10	-9.710000000e-02	0.000000000e+00	5.606951500e-14
1.095725806e+10	-9.710000000e-02	0.000000000e+00	1.825189300e-14
1.095806452e+10	-9.710000000e-02	0.000000000e+00	-5.251073000e-14
1.095887097e+10	-9.710000000e-02	0.000000000e+00	-2.563400900e-14
1.095967742e+10	-9.710000000e-02	0.000000000e+00	4.746181800e-14
1.096048387e+10	-9.710000000e-02	0.000000000e+00	-3.815155600e-14
1.096129032e+10	-9.710000000e-02	0.000000000e+00	2.647621700e-14
1.096209677e+10	-9.710000000e-02	0.000000000e+00	1.378021000e-15
1.096290323e+10	-9.710000000e-02	0.000000000e+00	4.365214000e-15
1.096370968e+10	-9.710000000e-02	0.000000000e+00	-1.060610000e-14
1.096451613e+10	-9.710000000e-02	0.000000000e+00	3.256791500e-14
1.096532258e+10	-9.710000000e-02	0.000000000e+00	5.133523800e-14
1.096612903e+10	-9.710000000e-02	0.000000000e+00	4.105093000e-14
1.096693548e+10	-9.710000000e-02	0.000000000e+00	3.522876400e-14
1.096774194e+10	-9.710000000e-02	0.000000000e+00	-3.398648500e-14
1.096854839e+10	-9.710000000e-02	0.000000000e+00	5.095186400e-14
1.096935484e+10	-9.710000000e-02	0.000000000e+00	-2.660632100e-14
1.097016129e+10	-9.710000000e-02	0.000000000e+00	4.909939700e-14
1.097096774e+10	-9.710000000e-02	0.000000000e+00	-3.836232600e-14
1.097177419e+10	-9.710000000e-02	0.000000000e+00	4.645567800e-14
1.097258065e+10	-9.710000000e-02	0.000000000e+00	3.671889200e-14
1.097338710e+10	-9.710000000e-02	0.000000000e+00	-1.188036220e-13
1.097419355e+10	-9.710000000e-02	0.000000000e+00	2.353369200e-14
1.097500000e+10	-9.710000000e-02	0.000000000e+00	-4.313021200e-14
1.097580645e+10	-9.710000000e-02	0.000000000e+00	-2.023895370e-13
1.097661290e+10	-9.710000000e-02	0.000000000e+00	5.122464900e-14
1.097741935e+10	-9.710000000e-02	0.000000000e+00	1.164758400e-14
1.097822581e+10	-9.710000000e-02	0.000000000e+00	7.390572000e-15
1.097903226e+10	-9.710000000e-02	0.000000000e+00	2.167970700e-14
1.097983871e+10	-9.710000000e-02	0.000000000e+00	-2.523025200e-14
1.098064516e+10	-9.710000000e-02	0.000000000e+00	-1.621142500e-14
1.098145161e+10	-9.710000000e-02	0.000000000e+00	-1.077657930e-13
1.098225806e+10	-9.710000000e-02	0.000000000e+00	-7.624977100e-14
1.098306452e+10	-9.710000000e-02	0.000000000e+00	-1.519010610e-13
1.098387097e+10	-9.710000000e-02	0.000000000e+00	-2.156391400e-14
1.098467742e+10	-9.710000000e-02	0.000000000e+00	-1.490058080e-13
1.098548387e+10	-9.710000000e-02	0.000000000e+00	5.882230400e-14
1.098629032e+10	-9.710000000e-02	0.000000000e+00	3.108017300e-14
1.098709677e+10	-9.710000000e-02	0.000000000e+00	3.349664300e-14
1.098790323e+10	-9.710000000e-02	0.000000000e+00	5.186736500e-14
1.098870968e+10	-9.710000000e-02	0.000000000e+00	6.470908900e-14
1.098951613e+10	-9.710000000e-02	0.000000000e+00	9.647621300e-14
1.099032258e+10	-9.710000000e-02	0.000000000e+00	-3.960590500e-14
1.099112903e+10	-9.710000000e-02	0.000000000e+00	3.837078200e-14
1.099193548e+10	-9.710000000e-02	0.000000000e+00	-5.538278200e-14
1.099274194e+10	-9.710000000e-02	0.000000000e+00	6.211350900e-14
1.099354839e+10	-9.710000000e-02	0.000000000e+00	2.315348440e-13
1.099435484e+10	-9.710000000e-02	0.000000000e+00	-9.972968700e-14
1.099516129e+10	-9.710000000e-02	0.000000000e+00	1.335823810e-13
1.099596774e+10	-9.710000000e-02	0.000000000e+00	8.975892900e-14
1.099677419e+10	-9.710000000e-02	0.000000000e+00	8.533538500e-14
1.099758065e+10	-9.710000000e-02	0.000000000e+00	1.368345540e-13
1.099838710e+10	-9.710000000e-02	0.000000000e+00	8.374303850e-13
1.099919355e+10	-9.710000000e-02	0.000000000e+00	1.206825481e-11
1.100000000e+10	-9.710000000e-02	0.000000000e+00	5.061869977e-11
1.100080645e+10	-9.710000000e-02	0.000000000e+00	1.443576812e-11
1.100161290e+10	-9.710000000e-02	0.000000000e+00	8.344015580e-13
1.100241935e+10	-9.710000000e-02	0.000000000e+00	-2.710201800e-14
1.100322581e+10	-9.710000000e-02	0.000000000e+00	8.608132000e-15
1.100403226e+10	-9.710000000e-02	0.000000000e+00	1.130692760e-13
1.100483871e+10	-9.710000000e-02	0.000000000e+00	-1.442119000e-14
1.100564516e+10	-9.710000000e-02	0.000000000e+00	1.614815050e-13
1.100645161e+10	-9.710000000e-02	0.000000000e+00	1.317565800e-14
1.100725806e+10	-9.710000000e-02	0.000000000e+00	8.733985800e-14
1.100806452e+10	-9.710000000e-02	0.000000000e+00	6.585183800e-14
1.100887097e+10	-9.710000000e-02	0.000000000e+00	-7.050393200e-14
1.100967742e+10	-9.710000000e-02	0.000000000e+00	-1.951039150e-13
1.101048387e+10	-9.710000000e-02	0.000000000e+00	4.525329800e-14
1.101129032e+10	-9.710000000e-02	0.000000000e+00	7.714618900e-14
1.101209677e+10	-9.710000000e-02	0.000000000e+00	-7.059023000e-15
1.101290323e+10	-9.710000000e-02	0.000000000e+00	-8.479328000e-15
1.101370968e+10	-9.710000000e-02	0.000000000e+00	2.288295430e-13
1.101451613e+10	-9.710000000e-02	0.000000000e+00	1.487993760e-13
1.101532258e+10	-9.710000000e-02	0.000000000e+00	5.926812900e-14
1.101612903e+10	-9.710000000e-02	0.000000000e+00	-4.972151000e-15
1.101693548e+10	-9.710000000e-02	0.000000000e+00	-4.563363600e-14
1.101774194e+10	-9.710000000e-02	0.000000000e+00	-1.891937130e-13
1.101854839e+10	-9.710000000e-02	0.000000000e+00	4.059383000e-14
1.101935484e+10	-9.710000000e-02	0.000000000e+00	3.066383900e-14
1.102016129e+10	-9.710000000e-02	0.000000000e+00	3.107553280e-13
1.102096774e+10	-9.710000000e-02	0.000000000e+00	4.612152600e-14
1.102177419e+10	-9.710000000e-02	0.000000000e+00	-7.202745300e-14
1.102258065e+10	-9.710000000e-02	0.000000000e+00	1.215707220e-13
1.102338710e+10	-9.710000000e-02	0.000000000e+00	-1.166822710e-13
1.102419355e+10	-9.710000000e-02	0.000000000e+00	3.776536400e-14
1.102500000e+10	-9.710000000e-02	0.000000000e+00	-2.139911500e-14
1.102580645e+10	-9.710000000e-02	0.000000000e+00	-6.096468900e-14
1.102661290e+10	-9.710000000e-02	0.000000000e+00	-9.679496700e-14
1.102741935e+10	-9.710000000e-02	0.000000000e+00	-2.929124000e-14
1.102822581e+10	-9.710000000e-02	0.000000000e+00	-2.166682630e-13
1.102903226e+10	-9.710000000e-02	0.000000000e+00	7.361299000e-14
1.102983871e+10	-9.710000000e-02	0.000000000e+00	-2.229379900e-14
1.103064516e+10	-9.710000000e-02	0.000000000e+00	-5.315149400e-14
1.103145161e+10	-9.710000000e-02	0.000000000e+00	-4.945566500e-14
1.103225806e+10	-9.710000000e-02	0.000000000e+00	9.850670600e-14
1.103306452e+10	-9.710000000e-02	0.000000000e+00	-3.031776200e-14
1.103387097e+10	-9.710000000e-02	0.000000000e+00	4.230860400e-14
1.103467742e+10	-9.710000000e-02	0.000000000e+00	3.576782900e-14
1.103548387e+10	-9.710000000e-02	0.000000000e+00	-3.553134350e-13
1.103629032e+10	-9.710000000e-02	0.000000000e+00	3.183217500e-14
1.103709677e+10	-9.710000000e-02	0.000000000e+00	3.059445100e-14
1.103790323e+10	-9.710000000e-02	0.000000000e+00	-7.482643000e-14
1.103870968e+10	-9.710000000e-02	0.000000000e+00	1.070176930e-13
1.103951613e+10	-9.710000000e-02	0.000000000e+00	9.817754200e-14
1.104032258e+10	-9.710000000e-02	0.000000000e+00	-1.729484610e-13
1.104112903e+10	-9.710000000e-02	0.000000000e+00	-7.740726400e-14
1.104193548e+10	-9.710000000e-02	0.000000000e+00	-7.460828800e-14
1.104274194e+10	-9.710000000e-02	0.000000000e+00	1.407324780e-13
1.104354839e+10	-9.710000000e-02	0.000000000e+00	-1.072588200e-13
1.104435484e+10	-9.710000000e-02	0.000000000e+00	1.010506790e-13
1.104516129e+10	-9.710000000e-02	0.000000000e+00	5.877069600e-14
1.104596774e+10	-9.710000000e-02	0.000000000e+00	-1.270637240e-13
1.104677419e+10	-9.710000000e-02	0.000000000e+00	1.089003020e-13
1.104758065e+10	-9.710000000e-02	0.000000000e+00	2.258349800e-14
1.104838710e+10	-9.710000000e-02	0.000000000e+00	-6.384650000e-15
1.104919355e+10	-9.710000000e-02	0.000000000e+00	-1.039875650e-13
1.105000000e+10	-9.710000000e-02	0.000000000e+00	1.420565050e-13
1.105000000e+10	-4.803000000e-01	0.000000000e+00	-5.322001500e-14
1.095000000e+10	-4.803000000e-01	0.000000000e+00	1.353485470e-13
1.095080645e+10	-4.803000000e-01	0.000000000e+00	5.568897000e-15
1.095161290e+10	-4.803000000e-01	0.000000000e+00	-7.497301400e-14
1.095241935e+10	-4.803000000e-01	0.000000000e+00	-2.184320500e-14
1.095322581e+10	-4.803000000e-01	0.000000000e+00	1.056578870e-13
1.095403226e+10	-4.803000000e-01	0.000000000e+00	-1.031635710e-13
1.095483871e+10	-4.803000000e-01	0.000000000e+00	1.053935590e-13
1.095564516e+10	-4.803000000e-01	0.000000000e+00	6.437970800e-14
1.095645161e+10	-4.803000000e-01	0.000000000e+00	3.283246100e-14
1.095725806e+10	-4.803000000e-01	0.000000000e+00	-1.363796200e-14
1.095806452e+10	-4.803000000e-01	0.000000000e+00	-4.966144700e-14
1.095887097e+10	-4.803000000e-01	0.000000000e+00	3.666121300e-14
1.095967742e+10	-4.803000000e-01	0.000000000e+00	-5.266815600e-14
1.096048387e+10	-4.803000000e-01	0.000000000e+00	-2.130110300e-14
1.096129032e+10	-4.803000000e-01	0.000000000e+00	-1.061275630e-13
1.096209677e+10	-4.803000000e-01	0.000000000e+00	-4.699626200e-14
1.096290323e+10	-4.803000000e-01	0.000000000e+00	5.748331400e-14
1.096370968e+10	-4.803000000e-01	0.000000000e+00	9.398948000e-15
1.096451613e+10	-4.803000000e-01	0.000000000e+00	-2.429913900e-14
1.096532258e+10	-4.803000000e-01	0.000000000e+00	6.216294800e-14
1.096612903e+10	-4.803000000e-01	0.000000000e+00	1.174982420e-13
1.096693548e+10	-4.803000000e-01	0.000000000e+00	4.989867100e-14
1.096774194e+10	-4.803000000e-01	0.000000000e+00	3.304843400e-14
1.096854839e+10	-4.803000000e-01	0.000000000e+00	-2.981447500e-14
1.096935484e+10	-4.803000000e-01	0.000000000e+00	7.601406500e-14
1.097016129e+10	-4.803000000e-01	0.000000000e+00	2.644000500e-14
1.097096774e+10	-4.803000000e-01	0.000000000e+00	6.043191100e-14
1.097177419e+10	-4.803000000e-01	0.000000000e+00	9.766688300e-14
1.097258065e+10	-4.803000000e-01	0.000000000e+00	5.316428700e-14
1.097338710e+10	-4.803000000e-01	0.000000000e+00	1.483071480e-13
1.097419355e+10	-4.803000000e-01	0.000000000e+00	5.877048000e-14
1.097500000e+10	-4.803000000e-01	0.000000000e+00	-1.593441090e-13
1.097580645e+10	-4.803000000e-01	0.000000000e+00	6.428928500e-14
1.097661290e+10	-4.803000000e-01	0.000000000e+00	-6.169327000e-15
1.097741935e+10	-4.803000000e-01	0.000000000e+00	4.078443300e-14
1.097822581e+10	-4.803000000e-01	0.000000000e+00	-1.126128270e-13
1.097903226e+10	-4.803000000e-01	0.000000000e+00	6.627337600e-14
1.097983871e+10	-4.803000000e-01	0.000000000e+00	-2.422237800e-14
1.098064516e+10	-4.803000000e-01	0.000000000e+00	-9.775904000e-14
1.098145161e+10	-4.803000000e-01	0.000000000e+00	8.042611000e-15
1.098225806e+10	-4.803000000e-01	0.000000000e+00	-4.465958800e-14
1.098306452e+10	-4.803000000e-01	0.000000000e+00	-6.052536900e-14
1.098387097e+10	-4.803000000e-01	0.000000000e+00	-3.465370400e-14
1.098467742e+10	-4.803000000e-01	0.000000000e+00	-5.274817100e-14
1.098548387e+10	-4.803000000e-01	0.000000000e+00	6.630286600e-14
1.098629032e+10	-4.803000000e-01	0.000000000e+00	1.180266830e-13
1.098709677e+10	-4.803000000e-01	0.000000000e+00	-3.455178800e-14
1.098790323e+10	-4.803000000e-01	0.000000000e+00	-3.269606800e-14
1.098870968e+10	-4.803000000e-01	0.000000000e+00	2.040633290e-13
1.098951613e+10	-4.803000000e-01	0.000000000e+00	5.056068400e-14
1.099032258e+10	-4.803000000e-01	0.000000000e+00	6.635143800e-14
1.099112903e+10	-4.803000000e-01	0.000000000e+00	-8.605225900e-14
1.099193548e+10	-4.803000000e-01	0.000000000e+00	3.429938700e-14
1.099274194e+10	-4.803000000e-01	0.000000000e+00	2.480129820e-13
1.099354839e+10	-4.803000000e-01	0.000000000e+00	1.866475700e-14
1.099435484e+10	-4.803000000e-01	0.000000000e+00	1.708416390e-13
1.099516129e+10	-4.803000000e-01	0.000000000e+00	3.211493500e-14
1.099596774e+10	-4.803000000e-01	0.000000000e+00	1.647605670e-13
1.099677419e+10	-4.803000000e-01	0.000000000e+00	1.883857650e-13
1.099758065e+10	-4.803000000e-01	0.000000000e+00	9.240065310e-13
1.099838710e+10	-4.803000000e-01	0.000000000e+00	1.211705258e-11
1.099919355e+10	-4.803000000e-01	0.000000000e+00	5.046901395e-11
1.100000000e+10	-4.803000000e-01	0.000000000e+00	1.434366298e-11
1.100080645e+10	-4.803000000e-01	0.000000000e+00	8.243410300e-13
1.100161290e+10	-4.803000000e-01	0.000000000e+00	-1.158912370e-13
1.100241935e+10	-4.803000000e-01	0.000000000e+00	-4.263429900e-14
1.100322581e+10	-4.803000000e-01	0.000000000e+00	2.524031330e-13
1.100403226e+10	-4.803000000e-01	0.000000000e+00	-7.231368300e-14
1.100483871e+10	-4.803000000e-01	0.000000000e+00	1.322943490e-13
1.100564516e+10	-4.803000000e-01	0.000000000e+00	-3.416191000e-14
1.100645161e+10	-4.803000000e-01	0.000000000e+00	-1.912489200e-14
1.100725806e+10	-4.803000000e-01	0.000000000e+00	1.055956540e-13
1.100806452e+10	-4.803000000e-01	0.000000000e+00	2.843992400e-14
1.100887097e+10	-4.803000000e-01	0.000000000e+00	9.658507000e-15
1.100967742e+10	-4.803000000e-01	0.000000000e+00	-1.813566600e-14
1.101048387e+10	-4.803000000e-01	0.000000000e+00	2.096630100e-14
1.101129032e+10	-4.803000000e-01	0.000000000e+00	4.371806800e-14
1.101209677e+10	-4.803000000e-01	0.000000000e+00	7.000736800e-14
1.101290323e+10	-4.803000000e-01	0.000000000e+00	-1.713733300e-14
1.101370968e+10	-4.803000000e-01	0.000000000e+00	-4.188489800e-14
1.101451613e+10	-4.803000000e-01	0.000000000e+00	-5.001511300e-14
1.101532258e+10	-4.803000000e-01	0.000000000e+00	-2.290073510e-13
1.101612903e+10	-4.803000000e-01	0.000000000e+00	-1.346580000e-15
1.101693548e+10	-4.803000000e-01	0.000000000e+00	-1.868501010e-13
1.101774194e+10	-4.803000000e-01	0.000000000e+00	1.387019840e-13
1.101854839e+10	-4.803000000e-01	0.000000000e+00	1.646920440e-13
1.101935484e+10	-4.803000000e-01	0.000000000e+00	2.646364000e-14
1.102016129e+10	-4.803000000e-01	0.000000000e+00	1.060275990e-13
1.102096774e+10	-4.803000000e-01	0.000000000e+00	-1.268039490e-13
1.102177419e+10	-4.803000000e-01	0.000000000e+00	-8.179654900e-14
1.102258065e+10	-4.803000000e-01	0.000000000e+00	-7.940653300e-14
1.102338710e+10	-4.803000000e-01	0.000000000e+00	-7.016479400e-14
1.102419355e+10	-4.803000000e-01	0.000000000e+00	-7.340829400e-14
1.102500000e+10	-4.803000000e-01	0.000000000e+00	-5.595350600e-14
1.102580645e+10	-4.803000000e-01	0.000000000e+00	1.282420350e-13
1.102661290e+10	-4.803000000e-01	0.000000000e+00	-1.221705030e-13
1.102741935e+10	-4.803000000e-01	0.000000000e+00	1.079301600e-14
1.102822581e+10	-4.803000000e-01	0.000000000e+00	2.044033340e-13
1.102903226e+10	-4.803000000e-01	0.000000000e+00	-1.260181200e-13
1.102983871e+10	-4.803000000e-01	0.000000000e+00	1.372127240e-13
1.103064516e+10	-4.803000000e-01	0.000000000e+00	-1.453455410e-13
1.103145161e+10	-4.803000000e-01	0.000000000e+00	6.295398200e-14
1.103225806e+10	-4.803000000e-01	0.000000000e+00	-9.020388600e-14
1.103306452e+10	-4.803000000e-01	0.000000000e+00	1.139496480e-13
1.103387097e+10	-4.803000000e-01	0.000000000e+00	-3.717946000e-15
1.103467742e+10	-4.803000000e-01	0.000000000e+00	-2.702950710e-13
1.103548387e+10	-4.803000000e-01	0.000000000e+00	9.442533000e-15
1.103629032e+10	-4.803000000e-01	0.000000000e+00	7.092677200e-14
1.103709677e+10	-4.803000000e-01	0.000000000e+00	1.350482000e-15
1.103790323e+10	-4.803000000e-01	0.000000000e+00	1.684533590e-13
1.103870968e+10	-4.803000000e-01	0.000000000e+00	-4.175479400e-14
1.103951613e+10	-4.803000000e-01	0.000000000e+00	-2.414657010e-13
1.104032258e+10	-4.803000000e-01	0.000000000e+00	4.467259900e-14
1.104112903e+10	-4.803000000e-01	0.000000000e+00	-2.100633030e-13
1.104193548e+10	-4.803000000e-01	0.000000000e+00	7.977863200e-14
1.104274194e+10	-4.803000000e-01	0.000000000e+00	-6.295398300e-14
1.104354839e+10	-4.803000000e-01	0.000000000e+00	3.079047500e-14
1.104435484e+10	-4.803000000e-01	0.000000000e+00	3.292678600e-14
1.104516129e+10	-4.803000000e-01	0.000000000e+00	-2.657943300e-14
1.104596774e+10	-4.803000000e-01	0.000000000e+00	7.688598100e-14
1.104677419e+10	-4.803000000e-01	0.000000000e+00	-2.742285560e-13
1.104758065e+10	-4.803000000e-01	0.000000000e+00	2.427615400e-14
1.104838710e+10	-4.803000000e-01	0.000000000e+00	-3.340426900e-14
1.104919355e+10	-4.803000000e-01	0.000000000e+00	-1.276149330e-13
1.105000000e+10	-5.915200000e-01	0.000000000e+00	-4.271149400e-14
1.105000000e+10	-5.915200000e-01	0.000000000e+00	8.023031000e-14
1.095000000e+10	-5.915200000e-01	0.000000000e+00	3.988888300e-14
1.095080645e+10	-5.915200000e-01	0.000000000e+00	-2.532869700e-14
1.095161290e+10	-5.915200000e-01	0.000000000e+00	-1.364425100e-14
1.095241935e+10	-5.915200000e-01	0.000000000e+00	-5.867702000e-15
1.095322581e+10	-5.915200000e-01	0.000000000e+00	-4.149545300e-14
1.095403226e+10	-5.915200000e-01	0.000000000e+00	1.667589700e-14
1.095483871e+10	-5.915200000e-01	0.000000000e+00	2.311865900e-14
1.095564516e+10	-5.915200000e-01	0.000000000e+00	-8.890460000e-16
1.095645161e+10	-5.915200000e-01	0.000000000e+00	-6.150527200e-14
1.095725806e+10	-5.915200000e-01	0.000000000e+00	1.817556500e-14
1.095806452e+10	-5.915200000e-01	0.000000000e+00	2.887902600e-14
1.095887097e+10	-5.915200000e-01	0.000000000e+00	-1.711825100e-14
1.095967742e+10	-5.915200000e-01	0.000000000e+00	-5.429662800e-14
1.096048387e+10	-5.915200000e-01	0.000000000e+00	-9.498500100e-14
1.096129032e+10	-5.915200000e-01	0.000000000e+00	-6.821713400e-14
1.096209677e+10	-5.915200000e-01	0.000000000e+00	5.097723400e-14
1.096290323e+10	-5.915200000e-01	0.000000000e+00	5.780597300e-14
1.096370968e+10	-5.915200000e-01	0.000000000e+00	9.899719900e-14
1.096451613e+10	-5.915200000e-01	0.000000000e+00	4.098652800e-14
1.096532258e+10	-5.915200000e-01	0.000000000e+00	-9.037693000e-15
1.096612903e+10	-5.915200000e-01	0.000000000e+00	-3.214269100e-14
1.096693548e+10	-5.915200000e-01	0.000000000e+00	-3.279147800e-14
1.096774194e+10	-5.915200000e-01	0.000000000e+00	-4.020677000e-14
1.096854839e+10	-5.915200000e-01	0.000000000e+00	-1.024592700e-14
1.096935484e+10	-5.915200000e-01	0.000000000e+00	8.228834300e-14
1.097016129e+10	-5.915200000e-01	0.000000000e+00	4.039740000e-16
1.097096774e+10	-5.915200000e-01	0.000000000e+00	8.550495400e-14
1.097177419e+10	-5.915200000e-01	0.000000000e+00	1.217927600e-14
1.097258065e+10	-5.915200000e-01	0.000000000e+00	2.237641500e-14
1.097338710e+10	-5.915200000e-01	0.000000000e+00	4.602026300e-14
1.097419355e+10	-5.915200000e-01	0.000000000e+00	-1.463451750e-13
1.097500000e+10	-5.915200000e-01	0.000000000e+00	-1.239230080e-13
1.097580645e+10	-5.915200000e-01	0.000000000e+00	3.055238400e-14
1.097661290e+10	-5.915200000e-01	0.000000000e+00	-6.290541000e-15
1.097741935e+10	-5.915200000e-01	0.000000000e+00	-4.315688400e-14
1.097822581e+10	-5.915200000e-01	0.000000000e+00	-6.389290100e-14
1.097903226e+10	-5.915200000e-01	0.000000000e+00	5.764876400e-14
1.097983871e+10	-5.915200000e-01	0.000000000e+00	-1.238796390e-13
1.098064516e+10	-5.915200000e-01	0.000000000e+00	-8.024614000e-14
1.098145161e+10	-5.915200000e-01	0.000000000e+00	-7.413817800e-14
1.098225806e+10	-5.915200000e-01	0.000000000e+00	-2.412306400e-14
1.098306452e+10	-5.915200000e-01	0.000000000e+00	-7.070732900e-14
1.098387097e+10	-5.915200000e-01	0.000000000e+00	-3.982578200e-14
1.098467742e+10	-5.915200000e-01	0.000000000e+00	1.229486000e-15
1.098548387e+10	-5.915200000e-01	0.000000000e+00	5.895240900e-14
1.098629032e+10	-5.915200000e-01	0.000000000e+00	1.426766700e-14
1.098709677e+10	-5.915200000e-01	0.000000000e+00	1.070805770e-13
1.098790323e+10	-5.915200000e-01	0.000000000e+00	1.598708150e-13
1.098870968e+10	-5.915200000e-01	0.000000000e+00	-1.567274950e-13
1.098951613e+10	-5.915200000e-01	0.000000000e+00	-6.797817500e-14
1.099032258e+10	-5.915200000e-01	0.000000000e+00	-2.631840060e-13
1.099112903e+10	-5.915200000e-01	0.000000000e+00	1.528117900e-14
1.099193548e+10	-5.915200000e-01	0.000000000e+00	5.298105800e-14
1.099274194e+10	-5.915200000e-01	0.000000000e+00	-8.816211700e-14
1.099354839e+10	-5.915200000e-01	0.000000000e+00	1.221618290e-13
1.099435484e+10	-5.915200000e-01	0.000000000e+00	-7.513434400e-14
1.099516129e+10	-5.915200000e-01	0.000000000e+00	1.852467900e-14
1.099596774e+10	-5.915200000e-01	0.000000000e+00	3.002645870e-13
1.099677419e+10	-5.915200000e-01	0.000000000e+00	8.603022810e-13
1.099758065e+10	-5.915200000e-01	0.000000000e+00	1.216533167e-11
1.099838710e+10	-5.915200000e-01	0.000000000e+00	5.041183399e-11
1.099919355e+10	-5.915200000e-01	0.000000000e+00	1.431158447e-11
1.100000000e+10	-5.915200000e-01	0.000000000e+00	7.870652910e-13
1.100080645e+10	-5.915200000e-01	0.000000000e+00	-1.210377280e-13
1.100161290e+10	-5.915200000e-01	0.000000000e+00	-1.213786000e-14
1.100241935e+10	-5.915200000e-01	0.000000000e+00	1.193736950e-13
1.100322581e+10	-5.915200000e-01	0.000000000e+00	-7.250493600e-14
1.100403226e+10	-5.915200000e-01	0.000000000e+00	1.133520360e-13
1.100483871e+10	-5.915200000e-01	0.000000000e+00	-2.566740200e-14
1.100564516e+10	-5.915200000e-01	0.000000000e+00	1.219076930e-13
1.100645161e+10	-5.915200000e-01	0.000000000e+00	3.683728700e-14
1.100725806e+10	-5.915200000e-01	0.000000000e+00	-3.163701900e-14
1.100806452e+10	-5.915200000e-01	0.000000000e+00	4.612933300e-14
1.100887097e+10	-5.915200000e-01	0.000000000e+00	9.041899200e-14
1.100967742e+10	-5.915200000e-01	0.000000000e+00	6.539777400e-14
1.101048387e+10	-5.915200000e-01	0.000000000e+00	3.476689500e-14
1.101129032e+10	-5.915200000e-01	0.000000000e+00	-1.348478620e-13
1.101209677e+10	-5.915200000e-01	0.000000000e+00	-5.734345300e-14
1.101290323e+10	-5.915200000e-01	0.000000000e+00	1.013412450e-13
1.101370968e+10	-5.915200000e-01	0.000000000e+00	4.928522900e-14
1.101451613e+10	-5.915200000e-01	0.000000000e+00	-7.199926400e-14
1.101532258e+10	-5.915200000e-01	0.000000000e+00	-2.210566800e-13
1.101612903e+10	-5.915200000e-01	0.000000000e+00	-7.640242600e-14
1.101693548e+10	-5.915200000e-01	0.000000000e+00	1.930899020e-13
1.101774194e+10	-5.915200000e-01	0.000000000e+00	5.795494200e-14
1.101854839e+10	-5.915200000e-01	0.000000000e+00	2.159362100e-13
1.101935484e+10	-5.915200000e-01	0.000000000e+00	-8.477463600e-14
