#Initial States of Connected Instruments
#_______________
#Type = Voltmeter 181
#Resource Address = GPIB0::9
#ID = NONE
#Initial Voltage = 0.000047 V
#_______________
#Type = Lock-in Amplifier
#Resource Address = GPIB0::24
#ID = Stanford_Research_Systems,SR830,s/n83855,ver1.07 
#Time Constant = 0.3
#Sensitivity = 2 mV/nA
#Reference Frequency = 408.200000 Hz
#Sine Amplitude = 1.000000 V
#Reference Source = Internal
#Filter Status = Both
#
#_______________
#Type = Gaussmeter 455
#Resource Address = GPIB0::12
#ID = LSCI,MODEL455,4550271,06062006
#Initial Field = -0.000380 T
#_______________
#Type = FSP38
#Resource Address = GPIB0::20
#ID = Rohde&Schwarz,FSP-38,100037/038,3.50
#Reference Level = 0.00 W
#RES Bandwidth = 1.00e+06 Hz
#Range = (1.10e+10, 1.11e+10) Hz
#Sweep Count = 15
#Sweep Points = 125
#Amplitude Unit = W
#
#_______________
#Indicies of Loops
#__Loop 1__
#(0, 124)(125, 249)(250, 374)(375, 499)(500, 624)(625, 749)(750, 874)(875, 999)(1000, 1124)(1125, 1249)
#(1250, 1374)(1375, 1499)(1500, 1624)(1625, 1749)(1750, 1874)(1875, 1999)(2000, 2124)(2125, 2249)(2250, 2374)(2375, 2499)
#(2500, 2624)(2625, 2749)(2750, 2874)(2875, 2999)(3000, 3124)(3125, 3249)(3250, 3374)(3375, 3499)(3500, 3624)
#__Loop 2__
#(0, 3624)
#__Loop 3__
#(0, 3624)
#_______________
#__SWEEP 1__
#
#Name = SpecAnalyzer
#Class Type = GASPSD
#Instrument Type = FSP38 Address = GPIB0::20
#Delay = 0.0 seconds
#Comment=  First instance of the S
#Type = FSP38
#Resource Address = GPIB0::20
#ID = Rohde&Schwarz,FSP-38,100037/038,3.50
#Reference Level = 0.00 W
#RES Bandwidth = 1.00e+06 Hz
#Range = (1.10e+10, 1.11e+10) Hz
#Sweep Count = 15
#Sweep Points = 125
#Amplitude Unit = W
#
#_______________
#__SWEEP 2__
#
#Name = SetField
#Class Type = setBField
#Instrument Type = Lock-in Amplifier Address = GPIB0::24
#Measurement Type = AuxOut  Port = 4
#Delay = 0.0 seconds
#Delay 2 = 1 seconds
#Calibration Factor = -0.059737 T/V
#Comment=     None
#
#Type = Lock-in Amplifier
#Resource Address = GPIB0::24
#ID = Stanford_Research_Systems,SR830,s/n83855,ver1.07 
#Time Constant = 0.3
#Sensitivity = 2 mV/nA
#Reference Frequency = 408.200000 Hz
#Sine Amplitude = 1.000000 V
#Reference Source = Internal
#Filter Status = Both
#
#_______________
#
#
SpecAnalyzer (GHz)	SetField (T)	None	 Sweep 1 (W)
1.099800000e+10	-4.189700000e-01	0.000000000e+00	-1.003277300e-14
1.099900000e+10	-4.189700000e-01	0.000000000e+00	8.808630900e-13
1.100000000e+10	-4.189700000e-01	0.000000000e+00	3.380278695e-12
1.100100000e+10	-4.189700000e-01	0.000000000e+00	4.497392040e-13
1.100200000e+10	-4.189700000e-01	0.000000000e+00	3.117992000e-14
1.100300000e+10	-4.189700000e-01	0.000000000e+00	-2.077330000e-16
1.100400000e+10	-4.189700000e-01	0.000000000e+00	3.234131700e-14
1.100500000e+10	-4.189700000e-01	0.000000000e+00	-4.271756600e-14
1.100600000e+10	-4.189700000e-01	0.000000000e+00	9.090384700e-14
1.100700000e+10	-4.189700000e-01	0.000000000e+00	-9.355797400e-14
1.100800000e+10	-4.189700000e-01	0.000000000e+00	-5.408217300e-14
1.100900000e+10	-4.189700000e-01	0.000000000e+00	4.779076400e-14
1.101000000e+10	-4.189700000e-01	0.000000000e+00	4.693295000e-15
1.101100000e+10	-4.189700000e-01	0.000000000e+00	8.706186800e-14
1.101200000e+10	-4.189700000e-01	0.000000000e+00	-1.092207920e-13
1.101300000e+10	-4.189700000e-01	0.000000000e+00	-3.675879000e-15
1.101400000e+10	-4.189700000e-01	0.000000000e+00	-8.565197000e-15
1.101500000e+10	-4.189700000e-01	0.000000000e+00	-9.270188800e-14
1.101600000e+10	-4.189700000e-01	0.000000000e+00	2.327652000e-14
1.101700000e+10	-4.189700000e-01	0.000000000e+00	-1.122366000e-15
1.101800000e+10	-4.189700000e-01	0.000000000e+00	-1.042221800e-14
1.101900000e+10	-4.189700000e-01	0.000000000e+00	-4.897558000e-15
1.102000000e+10	-4.189700000e-01	0.000000000e+00	5.635075800e-14
1.102100000e+10	-4.189700000e-01	0.000000000e+00	3.320564300e-14
1.102200000e+10	-4.189700000e-01	0.000000000e+00	-1.099957800e-13
1.102300000e+10	-4.189700000e-01	0.000000000e+00	-1.750249300e-14
1.102400000e+10	-4.189700000e-01	0.000000000e+00	3.395721200e-14
1.102500000e+10	-4.189700000e-01	0.000000000e+00	6.953595700e-14
1.102600000e+10	-4.189700000e-01	0.000000000e+00	2.522244600e-14
1.102700000e+10	-4.189700000e-01	0.000000000e+00	-1.247266100e-14
1.102800000e+10	-4.189700000e-01	0.000000000e+00	-1.093439600e-14
1.102900000e+10	-4.189700000e-01	0.000000000e+00	2.096456600e-14
1.103000000e+10	-4.189700000e-01	0.000000000e+00	-5.151174700e-14
1.103100000e+10	-4.189700000e-01	0.000000000e+00	4.196426200e-14
1.103200000e+10	-4.189700000e-01	0.000000000e+00	6.481187100e-14
1.103300000e+10	-4.189700000e-01	0.000000000e+00	4.249075000e-14
1.103400000e+10	-4.189700000e-01	0.000000000e+00	1.595642000e-14
1.103500000e+10	-4.189700000e-01	0.000000000e+00	5.328637000e-15
1.103600000e+10	-4.189700000e-01	0.000000000e+00	5.337310000e-15
1.103700000e+10	-4.189700000e-01	0.000000000e+00	-4.272537200e-14
1.103800000e+10	-4.189700000e-01	0.000000000e+00	3.917049000e-14
1.103900000e+10	-4.189700000e-01	0.000000000e+00	-8.287251100e-14
1.104000000e+10	-4.189700000e-01	0.000000000e+00	1.362976570e-13
1.104100000e+10	-4.189700000e-01	0.000000000e+00	8.936862000e-15
1.104200000e+10	-4.189700000e-01	0.000000000e+00	1.859450100e-14
1.104300000e+10	-4.189700000e-01	0.000000000e+00	3.229794900e-14
1.104400000e+10	-4.189700000e-01	0.000000000e+00	-6.160176600e-14
1.104500000e+10	-4.189700000e-01	0.000000000e+00	1.460507100e-14
1.104600000e+10	-4.189700000e-01	0.000000000e+00	-4.123437000e-15
1.104700000e+10	-4.189700000e-01	0.000000000e+00	-6.000843000e-15
1.104800000e+10	-4.189700000e-01	0.000000000e+00	-2.007682200e-14
1.104900000e+10	-4.189700000e-01	0.000000000e+00	3.363065000e-14
1.105000000e+10	-4.189700000e-01	0.000000000e+00	1.589657200e-14
1.105100000e+10	-4.189700000e-01	0.000000000e+00	6.186067300e-14
1.105200000e+10	-4.189700000e-01	0.000000000e+00	4.508199300e-14
1.105300000e+10	-4.189700000e-01	0.000000000e+00	-1.415681810e-13
1.105400000e+10	-4.189700000e-01	0.000000000e+00	9.401767600e-14
1.105500000e+10	-4.189700000e-01	0.000000000e+00	-6.732462000e-15
1.105600000e+10	-4.189700000e-01	0.000000000e+00	-1.447583300e-14
1.105700000e+10	-4.189700000e-01	0.000000000e+00	6.664417300e-14
1.105800000e+10	-4.189700000e-01	0.000000000e+00	-1.549585100e-14
1.105900000e+10	-4.189700000e-01	0.000000000e+00	1.674485200e-14
1.106000000e+10	-4.189700000e-01	0.000000000e+00	6.774963000e-15
1.106100000e+10	-4.189700000e-01	0.000000000e+00	-1.037325600e-13
1.106200000e+10	-4.189700000e-01	0.000000000e+00	5.982237300e-14
1.106300000e+10	-4.189700000e-01	0.000000000e+00	4.601527500e-14
1.106400000e+10	-4.189700000e-01	0.000000000e+00	1.070163920e-13
1.106500000e+10	-4.189700000e-01	0.000000000e+00	-1.198910800e-14
1.106600000e+10	-4.189700000e-01	0.000000000e+00	-1.779175700e-14
1.106700000e+10	-4.189700000e-01	0.000000000e+00	3.214269200e-14
1.106800000e+10	-4.189700000e-01	0.000000000e+00	1.730039700e-14
1.106900000e+10	-4.189700000e-01	0.000000000e+00	2.070349100e-14
1.107000000e+10	-4.189700000e-01	0.000000000e+00	-5.255648300e-14
1.107100000e+10	-4.189700000e-01	0.000000000e+00	-2.390535600e-14
1.107200000e+10	-4.189700000e-01	0.000000000e+00	-5.941948300e-14
1.107300000e+10	-4.189700000e-01	0.000000000e+00	9.649399000e-15
1.107400000e+10	-4.189700000e-01	0.000000000e+00	1.703628600e-14
1.095000000e+10	-3.603400000e-01	0.000000000e+00	2.892304400e-14
1.095100000e+10	-3.603400000e-01	0.000000000e+00	-6.086667600e-14
1.095200000e+10	-3.603400000e-01	0.000000000e+00	1.825558000e-14
1.095300000e+10	-3.603400000e-01	0.000000000e+00	-2.270666300e-14
1.095400000e+10	-3.603400000e-01	0.000000000e+00	-1.884993900e-14
1.095500000e+10	-3.603400000e-01	0.000000000e+00	3.127771400e-14
1.095600000e+10	-3.603400000e-01	0.000000000e+00	1.928882400e-14
1.095700000e+10	-3.603400000e-01	0.000000000e+00	8.855330000e-15
1.095800000e+10	-3.603400000e-01	0.000000000e+00	-3.325899000e-15
1.095900000e+10	-3.603400000e-01	0.000000000e+00	3.831071700e-14
1.096000000e+10	-3.603400000e-01	0.000000000e+00	-1.707358300e-14
1.096100000e+10	-3.603400000e-01	0.000000000e+00	-3.258678000e-15
1.096200000e+10	-3.603400000e-01	0.000000000e+00	2.639988900e-14
1.096300000e+10	-3.603400000e-01	0.000000000e+00	-3.814722000e-14
1.096400000e+10	-3.603400000e-01	0.000000000e+00	-6.060907000e-15
1.096500000e+10	-3.603400000e-01	0.000000000e+00	7.170262000e-15
1.096600000e+10	-3.603400000e-01	0.000000000e+00	2.163265200e-14
1.096700000e+10	-3.603400000e-01	0.000000000e+00	-2.714798900e-14
1.096800000e+10	-3.603400000e-01	0.000000000e+00	-3.430762600e-14
1.096900000e+10	-3.603400000e-01	0.000000000e+00	8.867473000e-15
1.097000000e+10	-3.603400000e-01	0.000000000e+00	2.335176300e-14
1.097100000e+10	-3.603400000e-01	0.000000000e+00	1.500037100e-14
1.097200000e+10	-3.603400000e-01	0.000000000e+00	2.781629100e-14
1.097300000e+10	-3.603400000e-01	0.000000000e+00	-1.685847700e-14
1.097400000e+10	-3.603400000e-01	0.000000000e+00	2.559909800e-14
1.097500000e+10	-3.603400000e-01	0.000000000e+00	-8.437262000e-15
1.097600000e+10	-3.603400000e-01	0.000000000e+00	2.216304400e-14
1.097700000e+10	-3.603400000e-01	0.000000000e+00	-1.795113600e-14
1.097800000e+10	-3.603400000e-01	0.000000000e+00	2.257525700e-14
1.097900000e+10	-3.603400000e-01	0.000000000e+00	4.164008600e-14
1.098000000e+10	-3.603400000e-01	0.000000000e+00	3.310437900e-14
1.098100000e+10	-3.603400000e-01	0.000000000e+00	-3.550328400e-14
1.098200000e+10	-3.603400000e-01	0.000000000e+00	2.249069000e-15
1.098300000e+10	-3.603400000e-01	0.000000000e+00	-9.473325000e-15
1.098400000e+10	-3.603400000e-01	0.000000000e+00	2.557286000e-14
1.098500000e+10	-3.603400000e-01	0.000000000e+00	6.165033800e-14
1.098600000e+10	-3.603400000e-01	0.000000000e+00	-6.532102000e-15
1.098700000e+10	-3.603400000e-01	0.000000000e+00	-1.061911000e-14
1.098800000e+10	-3.603400000e-01	0.000000000e+00	9.728763000e-15
1.098900000e+10	-3.603400000e-01	0.000000000e+00	4.905407700e-14
1.099000000e+10	-3.603400000e-01	0.000000000e+00	1.262705200e-14
1.099100000e+10	-3.603400000e-01	0.000000000e+00	8.750465600e-14
1.099200000e+10	-3.603400000e-01	0.000000000e+00	-1.718243600e-14
1.099300000e+10	-3.603400000e-01	0.000000000e+00	6.602661100e-14
1.099400000e+10	-3.603400000e-01	0.000000000e+00	4.825697100e-14
1.099500000e+10	-3.603400000e-01	0.000000000e+00	-6.079338400e-14
1.099600000e+10	-3.603400000e-01	0.000000000e+00	2.585215000e-14
1.099700000e+10	-3.603400000e-01	0.000000000e+00	-4.047543000e-15
1.099800000e+10	-3.603400000e-01	0.000000000e+00	-4.656604900e-14
1.099900000e+10	-3.603400000e-01	0.000000000e+00	9.902616920e-13
1.100000000e+10	-3.603400000e-01	0.000000000e+00	3.343745419e-12
1.100100000e+10	-3.603400000e-01	0.000000000e+00	4.931775470e-13
1.100200000e+10	-3.603400000e-01	0.000000000e+00	8.688363000e-15
1.100300000e+10	-3.603400000e-01	0.000000000e+00	-4.306451000e-15
1.100400000e+10	-3.603400000e-01	0.000000000e+00	1.116121100e-14
1.100500000e+10	-3.603400000e-01	0.000000000e+00	-5.782657400e-14
1.100600000e+10	-3.603400000e-01	0.000000000e+00	2.850757800e-14
1.100700000e+10	-3.603400000e-01	0.000000000e+00	4.515485000e-15
1.100800000e+10	-3.603400000e-01	0.000000000e+00	-4.173137600e-14
1.100900000e+10	-3.603400000e-01	0.000000000e+00	-6.201700000e-17
1.101000000e+10	-3.603400000e-01	0.000000000e+00	-5.106982500e-14
1.101100000e+10	-3.603400000e-01	0.000000000e+00	4.146899800e-14
1.101200000e+10	-3.603400000e-01	0.000000000e+00	-7.578443000e-14
1.101300000e+10	-3.603400000e-01	0.000000000e+00	4.715412000e-15
1.101400000e+10	-3.603400000e-01	0.000000000e+00	-9.425576600e-14
1.101500000e+10	-3.603400000e-01	0.000000000e+00	-5.862714800e-14
1.101600000e+10	-3.603400000e-01	0.000000000e+00	6.022526000e-15
1.101700000e+10	-3.603400000e-01	0.000000000e+00	-2.221313000e-15
1.101800000e+10	-3.603400000e-01	0.000000000e+00	2.551301200e-14
1.101900000e+10	-3.603400000e-01	0.000000000e+00	1.791882600e-14
1.102000000e+10	-3.603400000e-01	0.000000000e+00	2.033139300e-14
1.102100000e+10	-3.603400000e-01	0.000000000e+00	7.744673000e-15
1.102200000e+10	-3.603400000e-01	0.000000000e+00	-4.121182600e-14
1.102300000e+10	-3.603400000e-01	0.000000000e+00	3.900092000e-15
1.102400000e+10	-3.603400000e-01	0.000000000e+00	3.511947600e-14
1.102500000e+10	-3.603400000e-01	0.000000000e+00	1.853465300e-14
1.102600000e+10	-3.603400000e-01	0.000000000e+00	-5.562477600e-14
1.102700000e+10	-3.603400000e-01	0.000000000e+00	-3.554838700e-14
1.102800000e+10	-3.603400000e-01	0.000000000e+00	5.756072700e-14
1.102900000e+10	-3.603400000e-01	0.000000000e+00	7.183056200e-14
1.103000000e+10	-3.603400000e-01	0.000000000e+00	-4.221883300e-14
1.103100000e+10	-3.603400000e-01	0.000000000e+00	6.605393300e-14
1.103200000e+10	-3.603400000e-01	0.000000000e+00	1.214779150e-13
1.103300000e+10	-3.603400000e-01	0.000000000e+00	3.859022500e-14
1.103400000e+10	-3.603400000e-01	0.000000000e+00	-3.321128000e-15
1.103500000e+10	-3.603400000e-01	0.000000000e+00	3.849438100e-14
1.103600000e+10	-3.603400000e-01	0.000000000e+00	5.478430200e-14
1.103700000e+10	-3.603400000e-01	0.000000000e+00	1.748818100e-14
1.103800000e+10	-3.603400000e-01	0.000000000e+00	1.039632790e-13
1.103900000e+10	-3.603400000e-01	0.000000000e+00	-6.531407400e-14
1.104000000e+10	-3.603400000e-01	0.000000000e+00	9.704086500e-14
1.104100000e+10	-3.603400000e-01	0.000000000e+00	4.412399300e-14
1.104200000e+10	-3.603400000e-01	0.000000000e+00	4.041472000e-15
1.104300000e+10	-3.603400000e-01	0.000000000e+00	4.969765900e-14
1.104400000e+10	-3.603400000e-01	0.000000000e+00	2.871964800e-14
1.104500000e+10	-3.603400000e-01	0.000000000e+00	-1.332224200e-14
1.104600000e+10	-3.603400000e-01	0.000000000e+00	2.421241000e-15
1.104700000e+10	-3.603400000e-01	0.000000000e+00	2.237359600e-14
1.104800000e+10	-3.603400000e-01	0.000000000e+00	-6.745472300e-14
1.104900000e+10	-3.603400000e-01	0.000000000e+00	6.539473000e-15
1.105000000e+10	-3.603400000e-01	0.000000000e+00	4.622908000e-14
1.105100000e+10	-3.603400000e-01	0.000000000e+00	6.381006900e-14
1.105200000e+10	-3.603400000e-01	0.000000000e+00	8.739536000e-15
1.105300000e+10	-3.603400000e-01	0.000000000e+00	-3.502927100e-14
1.105400000e+10	-3.603400000e-01	0.000000000e+00	1.755149900e-14
1.105500000e+10	-3.603400000e-01	0.000000000e+00	7.650390700e-14
1.105600000e+10	-3.603400000e-01	0.000000000e+00	9.559628000e-15
1.105700000e+10	-3.603400000e-01	0.000000000e+00	1.165864300e-14
1.105800000e+10	-3.603400000e-01	0.000000000e+00	-4.897991700e-14
1.105900000e+10	-3.603400000e-01	0.000000000e+00	3.705889700e-14
1.106000000e+10	-3.603400000e-01	0.000000000e+00	-2.598615700e-14
1.106100000e+10	-3.603400000e-01	0.000000000e+00	4.783369900e-14
1.106200000e+10	-3.603400000e-01	0.000000000e+00	3.737158100e-14
1.106300000e+10	-3.603400000e-01	0.000000000e+00	2.612103300e-14
1.106400000e+10	-3.603400000e-01	0.000000000e+00	1.111784300e-14
1.106500000e+10	-3.603400000e-01	0.000000000e+00	1.533842500e-14
1.106600000e+10	-3.603400000e-01	0.000000000e+00	5.466114000e-15
1.106700000e+10	-3.603400000e-01	0.000000000e+00	4.221319500e-14
1.106800000e+10	-3.603400000e-01	0.000000000e+00	-2.695586800e-14
1.106900000e+10	-3.603400000e-01	0.000000000e+00	-4.469081000e-15
1.107000000e+10	-3.603400000e-01	0.000000000e+00	-8.192578500e-14
1.107100000e+10	-3.603400000e-01	0.000000000e+00	3.186687100e-14
1.107200000e+10	-3.603400000e-01	0.000000000e+00	-7.030834000e-15
1.107300000e+10	-3.603400000e-01	0.000000000e+00	-4.630497400e-14
1.107400000e+10	-3.603400000e-01	0.000000000e+00	2.709161100e-14
1.095000000e+10	-3.015400000e-01	0.000000000e+00	5.171167300e-14
1.095100000e+10	-3.015400000e-01	0.000000000e+00	-1.708268900e-14
1.095200000e+10	-3.015400000e-01	0.000000000e+00	-3.567263600e-14
1.095300000e+10	-3.015400000e-01	0.000000000e+00	2.697500000e-16
1.095400000e+10	-3.015400000e-01	0.000000000e+00	-5.901312000e-15
1.095500000e+10	-3.015400000e-01	0.000000000e+00	3.563273800e-14
1.095600000e+10	-3.015400000e-01	0.000000000e+00	4.470165000e-15
1.095700000e+10	-3.015400000e-01	0.000000000e+00	6.539040000e-15
1.095800000e+10	-3.015400000e-01	0.000000000e+00	1.152615300e-14
1.095900000e+10	-3.015400000e-01	0.000000000e+00	4.039910700e-14
1.096000000e+10	-3.015400000e-01	0.000000000e+00	-2.984309900e-14
1.096100000e+10	-3.015400000e-01	0.000000000e+00	-1.036410500e-14
1.096200000e+10	-3.015400000e-01	0.000000000e+00	1.320861800e-14
1.096300000e+10	-3.015400000e-01	0.000000000e+00	-2.250673600e-14
1.096400000e+10	-3.015400000e-01	0.000000000e+00	-8.514673000e-15
1.096500000e+10	-3.015400000e-01	0.000000000e+00	-3.253040200e-14
1.096600000e+10	-3.015400000e-01	0.000000000e+00	2.300872100e-14
1.096700000e+10	-3.015400000e-01	0.000000000e+00	3.476906300e-14
1.096800000e+10	-3.015400000e-01	0.000000000e+00	-1.598070600e-14
1.096900000e+10	-3.015400000e-01	0.000000000e+00	-9.203575000e-15
1.097000000e+10	-3.015400000e-01	0.000000000e+00	3.675770600e-14
1.097100000e+10	-3.015400000e-01	0.000000000e+00	4.648473400e-14
1.097200000e+10	-3.015400000e-01	0.000000000e+00	5.733803200e-14
1.097300000e+10	-3.015400000e-01	0.000000000e+00	-1.790126200e-14
1.097400000e+10	-3.015400000e-01	0.000000000e+00	2.797545200e-14
1.097500000e+10	-3.015400000e-01	0.000000000e+00	4.158739300e-14
1.097600000e+10	-3.015400000e-01	0.000000000e+00	3.313668800e-14
1.097700000e+10	-3.015400000e-01	0.000000000e+00	-7.257432500e-14
1.097800000e+10	-3.015400000e-01	0.000000000e+00	1.890545000e-14
1.097900000e+10	-3.015400000e-01	0.000000000e+00	1.109203900e-14
1.098000000e+10	-3.015400000e-01	0.000000000e+00	9.946037000e-15
1.098100000e+10	-3.015400000e-01	0.000000000e+00	-5.108630500e-14
1.098200000e+10	-3.015400000e-01	0.000000000e+00	8.224324000e-15
1.098300000e+10	-3.015400000e-01	0.000000000e+00	7.988400000e-16
1.098400000e+10	-3.015400000e-01	0.000000000e+00	-4.063156000e-14
1.098500000e+10	-3.015400000e-01	0.000000000e+00	4.080070000e-15
1.098600000e+10	-3.015400000e-01	0.000000000e+00	-2.866847400e-14
1.098700000e+10	-3.015400000e-01	0.000000000e+00	4.343660900e-14
1.098800000e+10	-3.015400000e-01	0.000000000e+00	6.084759500e-14
1.098900000e+10	-3.015400000e-01	0.000000000e+00	3.442515400e-14
1.099000000e+10	-3.015400000e-01	0.000000000e+00	1.082077100e-14
1.099100000e+10	-3.015400000e-01	0.000000000e+00	7.061408700e-14
1.099200000e+10	-3.015400000e-01	0.000000000e+00	3.914880600e-14
1.099300000e+10	-3.015400000e-01	0.000000000e+00	5.136559600e-14
1.099400000e+10	-3.015400000e-01	0.000000000e+00	-8.807625000e-15
1.099500000e+10	-3.015400000e-01	0.000000000e+00	-1.594818000e-14
1.099600000e+10	-3.015400000e-01	0.000000000e+00	1.754109000e-14
1.099700000e+10	-3.015400000e-01	0.000000000e+00	-5.372568700e-14
1.099800000e+10	-3.015400000e-01	0.000000000e+00	-4.277004100e-14
1.099900000e+10	-3.015400000e-01	0.000000000e+00	8.721378650e-13
1.100000000e+10	-3.015400000e-01	0.000000000e+00	3.457254448e-12
1.100100000e+10	-3.015400000e-01	0.000000000e+00	4.861432440e-13
1.100200000e+10	-3.015400000e-01	0.000000000e+00	5.300274100e-14
1.100300000e+10	-3.015400000e-01	0.000000000e+00	3.304084400e-14
1.100400000e+10	-3.015400000e-01	0.000000000e+00	1.519617700e-14
1.100500000e+10	-3.015400000e-01	0.000000000e+00	-9.407882500e-14
1.100600000e+10	-3.015400000e-01	0.000000000e+00	-6.341282000e-15
1.100700000e+10	-3.015400000e-01	0.000000000e+00	-4.311264900e-14
1.100800000e+10	-3.015400000e-01	0.000000000e+00	1.026912900e-14
1.100900000e+10	-3.015400000e-01	0.000000000e+00	2.055950900e-14
1.101000000e+10	-3.015400000e-01	0.000000000e+00	1.844314700e-14
1.101100000e+10	-3.015400000e-01	0.000000000e+00	5.776715900e-14
1.101200000e+10	-3.015400000e-01	0.000000000e+00	-1.540777050e-13
1.101300000e+10	-3.015400000e-01	0.000000000e+00	4.578802600e-14
1.101400000e+10	-3.015400000e-01	0.000000000e+00	-6.539343700e-14
1.101500000e+10	-3.015400000e-01	0.000000000e+00	-3.759146000e-15
1.101600000e+10	-3.015400000e-01	0.000000000e+00	-6.046379000e-15
1.101700000e+10	-3.015400000e-01	0.000000000e+00	-6.447100000e-15
1.101800000e+10	-3.015400000e-01	0.000000000e+00	2.281855300e-14
1.101900000e+10	-3.015400000e-01	0.000000000e+00	-8.781604000e-15
1.102000000e+10	-3.015400000e-01	0.000000000e+00	6.556951200e-14
1.102100000e+10	-3.015400000e-01	0.000000000e+00	4.031714200e-14
1.102200000e+10	-3.015400000e-01	0.000000000e+00	-8.177052800e-14
1.102300000e+10	-3.015400000e-01	0.000000000e+00	4.514140800e-14
1.102400000e+10	-3.015400000e-01	0.000000000e+00	7.707029400e-14
1.102500000e+10	-3.015400000e-01	0.000000000e+00	1.228596220e-13
1.102600000e+10	-3.015400000e-01	0.000000000e+00	-4.438203300e-14
1.102700000e+10	-3.015400000e-01	0.000000000e+00	-1.650676100e-14
1.102800000e+10	-3.015400000e-01	0.000000000e+00	2.895730500e-14
1.102900000e+10	-3.015400000e-01	0.000000000e+00	7.543575100e-14
1.103000000e+10	-3.015400000e-01	0.000000000e+00	-7.624456700e-14
1.103100000e+10	-3.015400000e-01	0.000000000e+00	6.862349200e-14
1.103200000e+10	-3.015400000e-01	0.000000000e+00	3.167648500e-14
1.103300000e+10	-3.015400000e-01	0.000000000e+00	-1.326196000e-15
1.103400000e+10	-3.015400000e-01	0.000000000e+00	-8.337167800e-14
1.103500000e+10	-3.015400000e-01	0.000000000e+00	-5.491874300e-14
1.103600000e+10	-3.015400000e-01	0.000000000e+00	9.979430400e-14
1.103700000e+10	-3.015400000e-01	0.000000000e+00	-5.846321700e-14
1.103800000e+10	-3.015400000e-01	0.000000000e+00	1.044281850e-13
1.103900000e+10	-3.015400000e-01	0.000000000e+00	-7.293471400e-14
1.104000000e+10	-3.015400000e-01	0.000000000e+00	2.034787270e-13
1.104100000e+10	-3.015400000e-01	0.000000000e+00	-4.439374200e-14
1.104200000e+10	-3.015400000e-01	0.000000000e+00	-2.166712900e-14
1.104300000e+10	-3.015400000e-01	0.000000000e+00	-4.673561900e-14
1.104400000e+10	-3.015400000e-01	0.000000000e+00	-1.842102900e-14
1.104500000e+10	-3.015400000e-01	0.000000000e+00	-4.711162000e-14
1.104600000e+10	-3.015400000e-01	0.000000000e+00	-2.025202900e-14
1.104700000e+10	-3.015400000e-01	0.000000000e+00	7.080317200e-14
1.104800000e+10	-3.015400000e-01	0.000000000e+00	-4.252241000e-15
1.104900000e+10	-3.015400000e-01	0.000000000e+00	-3.310286000e-15
1.105000000e+10	-3.015400000e-01	0.000000000e+00	1.004665100e-14
1.105100000e+10	-3.015400000e-01	0.000000000e+00	5.397505400e-14
1.105200000e+10	-3.015400000e-01	0.000000000e+00	4.490635200e-14
1.105300000e+10	-3.015400000e-01	0.000000000e+00	-1.638793300e-14
1.105400000e+10	-3.015400000e-01	0.000000000e+00	8.808362100e-14
1.105500000e+10	-3.015400000e-01	0.000000000e+00	6.714420600e-14
1.105600000e+10	-3.015400000e-01	0.000000000e+00	-1.734116300e-14
1.105700000e+10	-3.015400000e-01	0.000000000e+00	4.360357600e-14
1.105800000e+10	-3.015400000e-01	0.000000000e+00	-5.236262800e-14
1.105900000e+10	-3.015400000e-01	0.000000000e+00	2.628713200e-14
1.106000000e+10	-3.015400000e-01	0.000000000e+00	-1.914440800e-14
1.106100000e+10	-3.015400000e-01	0.000000000e+00	-3.800779000e-15
1.106200000e+10	-3.015400000e-01	0.000000000e+00	8.957635000e-14
1.106300000e+10	-3.015400000e-01	0.000000000e+00	5.738031600e-14
1.106400000e+10	-3.015400000e-01	0.000000000e+00	2.539721900e-14
1.106500000e+10	-3.015400000e-01	0.000000000e+00	-9.851451300e-14
1.106600000e+10	-3.015400000e-01	0.000000000e+00	-1.235426700e-14
1.106700000e+10	-3.015400000e-01	0.000000000e+00	2.710722300e-14
1.106800000e+10	-3.015400000e-01	0.000000000e+00	4.185844300e-14
1.106900000e+10	-3.015400000e-01	0.000000000e+00	2.600263800e-14
1.107000000e+10	-3.015400000e-01	0.000000000e+00	1.285343400e-14
1.107100000e+10	-3.015400000e-01	0.000000000e+00	-6.014286000e-15
1.107200000e+10	-3.015400000e-01	0.000000000e+00	-6.925883000e-15
1.107300000e+10	-3.015400000e-01	0.000000000e+00	-3.264879700e-14
1.107400000e+10	-3.015400000e-01	0.000000000e+00	6.742696700e-14
1.095000000e+10	-2.435800000e-01	0.000000000e+00	5.505622000e-14
1.095100000e+10	-2.435800000e-01	0.000000000e+00	-7.655139500e-14
1.095200000e+10	-2.435800000e-01	0.000000000e+00	4.328140000e-16
1.095300000e+10	-2.435800000e-01	0.000000000e+00	1.743917500e-14
1.095400000e+10	-2.435800000e-01	0.000000000e+00	-3.356733300e-14
1.095500000e+10	-2.435800000e-01	0.000000000e+00	-1.728543600e-14
1.095600000e+10	-2.435800000e-01	0.000000000e+00	1.498714300e-14
1.095700000e+10	-2.435800000e-01	0.000000000e+00	3.347886200e-14
1.095800000e+10	-2.435800000e-01	0.000000000e+00	-6.506297000e-15
1.095900000e+10	-2.435800000e-01	0.000000000e+00	5.170646900e-14
1.096000000e+10	-2.435800000e-01	0.000000000e+00	6.854109000e-15
