#Initial States of Connected Instruments
#_______________
#Type = Voltmeter 181
#Resource Address = GPIB0::9
#ID = NONE
#Initial Voltage = 0.000050 V
#_______________
#Type = Lock-in Amplifier
#Resource Address = GPIB0::24
#ID = Stanford_Research_Systems,SR830,s/n83855,ver1.07 
#Time Constant = 0.3
#Sensitivity = 2 mV/nA
#Reference Frequency = 408.200000 Hz
#Sine Amplitude = 1.000000 V
#Reference Source = Internal
#Filter Status = Both
#
#_______________
#Type = Gaussmeter 455
#Resource Address = GPIB0::12
#ID = LSCI,MODEL455,4550271,06062006
#Initial Field = 0.003940 T
#_______________
#Type = FSP38
#Resource Address = GPIB0::20
#ID = Rohde&Schwarz,FSP-38,100037/038,3.50
#Reference Level = 0.00 W
#RES Bandwidth = 1.00e+06 Hz
#Range = (1.10e+10, 1.10e+10) Hz
#Sweep Count = 15
#Sweep Points = 125
#Amplitude Unit = W
#
#_______________
#Indicies of Loops
#__Loop 1__
#(0, 125)(126, 251)(252, 377)(378, 503)(504, 629)(630, 755)(756, 881)(882, 1007)(1008, 1133)(1134, 1259)
#(1260, 1385)(1386, 1511)(1512, 1637)(1638, 1763)(1764, 1889)(1890, 2015)(2016, 2141)(2142, 2267)(2268, 2393)(2394, 2519)
#(2520, 2645)(2646, 2771)(2772, 2897)(2898, 3023)(3024, 3149)(3150, 3275)(3276, 3401)(3402, 3527)(3528, 3653)
#__Loop 2__
#(0, 3653)
#__Loop 3__
#(0, 3653)
#_______________
#__SWEEP 1__
#
#Name = SpecAnalyzer
#Class Type = GASPSD
#Instrument Type = FSP38 Address = GPIB0::20
#Delay = 0.0 seconds
#Comment=  First instance of the S
#Type = FSP38
#Resource Address = GPIB0::20
#ID = Rohde&Schwarz,FSP-38,100037/038,3.50
#Reference Level = 0.00 W
#RES Bandwidth = 1.00e+06 Hz
#Range = (1.10e+10, 1.10e+10) Hz
#Sweep Count = 15
#Sweep Points = 125
#Amplitude Unit = W
#
#_______________
#__SWEEP 2__
#
#Name = SetField
#Class Type = setBField
#Instrument Type = Lock-in Amplifier Address = GPIB0::24
#Measurement Type = AuxOut  Port = 4
#Delay = 0.0 seconds
#Delay 2 = 1 seconds
#Calibration Factor = -0.059737 T/V
#Comment=     None
#
#Type = Lock-in Amplifier
#Resource Address = GPIB0::24
#ID = Stanford_Research_Systems,SR830,s/n83855,ver1.07 
#Time Constant = 0.3
#Sensitivity = 2 mV/nA
#Reference Frequency = 408.200000 Hz
#Sine Amplitude = 1.000000 V
#Reference Source = Internal
#Filter Status = Both
#
#_______________
#
#
SpecAnalyzer (GHz)	SetField (T)	None	 Sweep 1 (W)
1.104596774e+10	-5.888200000e-01	0.000000000e+00	5.022872309e-12
1.104677419e+10	-5.888200000e-01	0.000000000e+00	4.939515810e-12
1.104758065e+10	-5.327600000e-01	0.000000000e+00	3.099735312e-12
1.104838710e+10	-5.327600000e-01	0.000000000e+00	3.039396209e-12
1.104919355e+10	-5.327600000e-01	0.000000000e+00	3.007137074e-12
1.105000000e+10	-5.327600000e-01	0.000000000e+00	3.020542800e-12
1.105000000e+10	-5.327600000e-01	0.000000000e+00	3.029486384e-12
1.095000000e+10	-5.327600000e-01	0.000000000e+00	3.040079690e-12
1.095080645e+10	-5.327600000e-01	0.000000000e+00	3.048620601e-12
1.095161290e+10	-5.327600000e-01	0.000000000e+00	3.084585322e-12
1.095241935e+10	-5.327600000e-01	0.000000000e+00	3.015977442e-12
1.095322581e+10	-5.327600000e-01	0.000000000e+00	3.084092226e-12
1.095403226e+10	-5.327600000e-01	0.000000000e+00	3.132982372e-12
1.095483871e+10	-5.327600000e-01	0.000000000e+00	3.115649449e-12
1.095564516e+10	-5.327600000e-01	0.000000000e+00	3.138899080e-12
1.095645161e+10	-5.327600000e-01	0.000000000e+00	3.168221761e-12
1.095725806e+10	-5.327600000e-01	0.000000000e+00	3.140024048e-12
1.095806452e+10	-5.327600000e-01	0.000000000e+00	3.173948517e-12
1.095887097e+10	-5.327600000e-01	0.000000000e+00	3.173920762e-12
1.095967742e+10	-5.327600000e-01	0.000000000e+00	3.167420536e-12
1.096048387e+10	-5.327600000e-01	0.000000000e+00	3.154991893e-12
1.096129032e+10	-5.327600000e-01	0.000000000e+00	3.237464984e-12
1.096209677e+10	-5.327600000e-01	0.000000000e+00	3.196639134e-12
1.096290323e+10	-5.327600000e-01	0.000000000e+00	3.264082581e-12
1.096370968e+10	-5.327600000e-01	0.000000000e+00	3.263549370e-12
1.096451613e+10	-5.327600000e-01	0.000000000e+00	3.258531032e-12
1.096532258e+10	-5.327600000e-01	0.000000000e+00	3.302681696e-12
1.096612903e+10	-5.327600000e-01	0.000000000e+00	3.317381743e-12
1.096693548e+10	-5.327600000e-01	0.000000000e+00	3.328157194e-12
1.096774194e+10	-5.327600000e-01	0.000000000e+00	3.369064359e-12
1.096854839e+10	-5.327600000e-01	0.000000000e+00	3.412056445e-12
1.096935484e+10	-5.327600000e-01	0.000000000e+00	3.446672852e-12
1.097016129e+10	-5.327600000e-01	0.000000000e+00	3.450337889e-12
1.097096774e+10	-5.327600000e-01	0.000000000e+00	3.439396554e-12
1.097177419e+10	-5.327600000e-01	0.000000000e+00	3.419244922e-12
1.097258065e+10	-5.327600000e-01	0.000000000e+00	3.542080474e-12
1.097338710e+10	-5.327600000e-01	0.000000000e+00	3.519082378e-12
1.097419355e+10	-5.327600000e-01	0.000000000e+00	3.568204976e-12
1.097500000e+10	-5.327600000e-01	0.000000000e+00	3.555871309e-12
1.097580645e+10	-5.327600000e-01	0.000000000e+00	3.648342912e-12
1.097661290e+10	-5.327600000e-01	0.000000000e+00	3.650901196e-12
1.097741935e+10	-5.327600000e-01	0.000000000e+00	3.696437254e-12
1.097822581e+10	-5.327600000e-01	0.000000000e+00	3.707199912e-12
1.097903226e+10	-5.327600000e-01	0.000000000e+00	3.714736418e-12
1.097983871e+10	-5.327600000e-01	0.000000000e+00	3.788043230e-12
1.098064516e+10	-5.327600000e-01	0.000000000e+00	3.773013586e-12
1.098145161e+10	-5.327600000e-01	0.000000000e+00	3.827274001e-12
1.098225806e+10	-5.327600000e-01	0.000000000e+00	3.857635999e-12
1.098306452e+10	-5.327600000e-01	0.000000000e+00	3.865322125e-12
1.098387097e+10	-5.327600000e-01	0.000000000e+00	3.911457096e-12
1.098467742e+10	-5.327600000e-01	0.000000000e+00	3.953785216e-12
1.098548387e+10	-5.327600000e-01	0.000000000e+00	3.962511742e-12
1.098629032e+10	-5.327600000e-01	0.000000000e+00	4.008011371e-12
1.098709677e+10	-5.327600000e-01	0.000000000e+00	4.087902759e-12
1.098790323e+10	-5.327600000e-01	0.000000000e+00	3.992298245e-12
1.098870968e+10	-5.327600000e-01	0.000000000e+00	4.020013055e-12
1.098951613e+10	-5.327600000e-01	0.000000000e+00	4.139573233e-12
1.099032258e+10	-5.327600000e-01	0.000000000e+00	4.122779809e-12
1.099112903e+10	-5.327600000e-01	0.000000000e+00	4.128062909e-12
1.099193548e+10	-5.327600000e-01	0.000000000e+00	4.159751536e-12
1.099274194e+10	-5.327600000e-01	0.000000000e+00	4.231948559e-12
1.099354839e+10	-5.327600000e-01	0.000000000e+00	4.186715644e-12
1.099435484e+10	-5.327600000e-01	0.000000000e+00	4.376754601e-12
1.099516129e+10	-5.327600000e-01	0.000000000e+00	5.292780970e-12
1.099596774e+10	-5.327600000e-01	0.000000000e+00	7.905695196e-12
1.099677419e+10	-5.327600000e-01	0.000000000e+00	5.264405665e-12
1.099758065e+10	-5.327600000e-01	0.000000000e+00	4.353725713e-12
1.099838710e+10	-5.327600000e-01	0.000000000e+00	4.270551794e-12
1.099919355e+10	-5.327600000e-01	0.000000000e+00	4.315818536e-12
1.100000000e+10	-5.327600000e-01	0.000000000e+00	4.363396363e-12
1.100080645e+10	-5.327600000e-01	0.000000000e+00	4.378315852e-12
1.100161290e+10	-5.327600000e-01	0.000000000e+00	4.312741570e-12
1.100241935e+10	-5.327600000e-01	0.000000000e+00	4.296241314e-12
1.100322581e+10	-5.327600000e-01	0.000000000e+00	4.364830112e-12
1.100403226e+10	-5.327600000e-01	0.000000000e+00	4.336002477e-12
1.100483871e+10	-5.327600000e-01	0.000000000e+00	4.340140660e-12
1.100564516e+10	-5.327600000e-01	0.000000000e+00	4.412692434e-12
1.100645161e+10	-5.327600000e-01	0.000000000e+00	4.395794926e-12
1.100725806e+10	-5.327600000e-01	0.000000000e+00	4.414832649e-12
1.100806452e+10	-5.327600000e-01	0.000000000e+00	4.408849154e-12
1.100887097e+10	-5.327600000e-01	0.000000000e+00	4.424600009e-12
1.100967742e+10	-5.327600000e-01	0.000000000e+00	4.434015221e-12
1.101048387e+10	-5.327600000e-01	0.000000000e+00	4.493177531e-12
1.101129032e+10	-5.327600000e-01	0.000000000e+00	4.490920223e-12
1.101209677e+10	-5.327600000e-01	0.000000000e+00	4.510013456e-12
1.101290323e+10	-5.327600000e-01	0.000000000e+00	4.550170137e-12
1.101370968e+10	-5.327600000e-01	0.000000000e+00	4.478228552e-12
1.101451613e+10	-5.327600000e-01	0.000000000e+00	4.520674633e-12
1.101532258e+10	-5.327600000e-01	0.000000000e+00	4.461072137e-12
1.101612903e+10	-5.327600000e-01	0.000000000e+00	4.580703438e-12
1.101693548e+10	-5.327600000e-01	0.000000000e+00	4.581177885e-12
1.101774194e+10	-5.327600000e-01	0.000000000e+00	4.673652090e-12
1.101854839e+10	-5.327600000e-01	0.000000000e+00	4.614082987e-12
1.101935484e+10	-5.327600000e-01	0.000000000e+00	4.660198009e-12
1.102016129e+10	-5.327600000e-01	0.000000000e+00	4.699338575e-12
1.102096774e+10	-5.327600000e-01	0.000000000e+00	4.719392412e-12
1.102177419e+10	-5.327600000e-01	0.000000000e+00	4.769600947e-12
1.102258065e+10	-5.327600000e-01	0.000000000e+00	4.691049198e-12
1.102338710e+10	-5.327600000e-01	0.000000000e+00	4.729584779e-12
1.102419355e+10	-5.327600000e-01	0.000000000e+00	4.817380869e-12
1.102500000e+10	-5.327600000e-01	0.000000000e+00	4.747465008e-12
1.102580645e+10	-5.327600000e-01	0.000000000e+00	4.821402392e-12
1.102661290e+10	-5.327600000e-01	0.000000000e+00	4.820758810e-12
1.102741935e+10	-5.327600000e-01	0.000000000e+00	4.894203098e-12
1.102822581e+10	-5.327600000e-01	0.000000000e+00	4.898581540e-12
1.102903226e+10	-5.327600000e-01	0.000000000e+00	4.831076077e-12
1.102983871e+10	-5.327600000e-01	0.000000000e+00	4.851820334e-12
1.103064516e+10	-5.327600000e-01	0.000000000e+00	4.848028663e-12
1.103145161e+10	-5.327600000e-01	0.000000000e+00	5.000184728e-12
1.103225806e+10	-5.327600000e-01	0.000000000e+00	4.962120125e-12
1.103306452e+10	-5.327600000e-01	0.000000000e+00	4.940132071e-12
1.103387097e+10	-5.327600000e-01	0.000000000e+00	5.025476129e-12
1.103467742e+10	-5.327600000e-01	0.000000000e+00	4.977521000e-12
1.103548387e+10	-5.327600000e-01	0.000000000e+00	4.914484618e-12
1.103629032e+10	-5.327600000e-01	0.000000000e+00	4.986386738e-12
1.103709677e+10	-5.327600000e-01	0.000000000e+00	4.975475327e-12
1.103790323e+10	-5.327600000e-01	0.000000000e+00	5.043420976e-12
1.103870968e+10	-5.327600000e-01	0.000000000e+00	5.012823490e-12
1.103951613e+10	-5.327600000e-01	0.000000000e+00	5.039780659e-12
1.104032258e+10	-5.327600000e-01	0.000000000e+00	5.013827461e-12
1.104112903e+10	-5.327600000e-01	0.000000000e+00	5.005747986e-12
1.104193548e+10	-5.327600000e-01	0.000000000e+00	4.996303718e-12
1.104274194e+10	-5.327600000e-01	0.000000000e+00	5.076318272e-12
1.104354839e+10	-5.327600000e-01	0.000000000e+00	5.053922125e-12
1.104435484e+10	-5.327600000e-01	0.000000000e+00	5.033091999e-12
1.104516129e+10	-5.327600000e-01	0.000000000e+00	4.988419400e-12
1.104596774e+10	-5.327600000e-01	0.000000000e+00	4.995224286e-12
1.104677419e+10	-4.753800000e-01	0.000000000e+00	3.063179701e-12
1.104758065e+10	-4.753800000e-01	0.000000000e+00	3.022172356e-12
1.104838710e+10	-4.753800000e-01	0.000000000e+00	3.017917296e-12
1.104919355e+10	-4.753800000e-01	0.000000000e+00	3.031344490e-12
1.105000000e+10	-4.753800000e-01	0.000000000e+00	3.047571093e-12
1.105000000e+10	-4.753800000e-01	0.000000000e+00	3.056707665e-12
1.095000000e+10	-4.753800000e-01	0.000000000e+00	3.014531550e-12
1.095080645e+10	-4.753800000e-01	0.000000000e+00	3.069557629e-12
1.095161290e+10	-4.753800000e-01	0.000000000e+00	3.100062091e-12
1.095241935e+10	-4.753800000e-01	0.000000000e+00	3.071278475e-12
1.095322581e+10	-4.753800000e-01	0.000000000e+00	3.087691778e-12
1.095403226e+10	-4.753800000e-01	0.000000000e+00	3.145832553e-12
1.095483871e+10	-4.753800000e-01	0.000000000e+00	3.153446037e-12
1.095564516e+10	-4.753800000e-01	0.000000000e+00	3.136991751e-12
1.095645161e+10	-4.753800000e-01	0.000000000e+00	3.150804704e-12
1.095725806e+10	-4.753800000e-01	0.000000000e+00	3.122509629e-12
1.095806452e+10	-4.753800000e-01	0.000000000e+00	3.161949869e-12
1.095887097e+10	-4.753800000e-01	0.000000000e+00	3.167654073e-12
1.095967742e+10	-4.753800000e-01	0.000000000e+00	3.179618678e-12
1.096048387e+10	-4.753800000e-01	0.000000000e+00	3.257895689e-12
1.096129032e+10	-4.753800000e-01	0.000000000e+00	3.178551823e-12
1.096209677e+10	-4.753800000e-01	0.000000000e+00	3.244667555e-12
1.096290323e+10	-4.753800000e-01	0.000000000e+00	3.248637036e-12
1.096370968e+10	-4.753800000e-01	0.000000000e+00	3.270666290e-12
1.096451613e+10	-4.753800000e-01	0.000000000e+00	3.305177529e-12
1.096532258e+10	-4.753800000e-01	0.000000000e+00	3.311430991e-12
1.096612903e+10	-4.753800000e-01	0.000000000e+00	3.345514404e-12
1.096693548e+10	-4.753800000e-01	0.000000000e+00	3.404751524e-12
1.096774194e+10	-4.753800000e-01	0.000000000e+00	3.381058888e-12
1.096854839e+10	-4.753800000e-01	0.000000000e+00	3.375231301e-12
1.096935484e+10	-4.753800000e-01	0.000000000e+00	3.416746920e-12
1.097016129e+10	-4.753800000e-01	0.000000000e+00	3.386664647e-12
1.097096774e+10	-4.753800000e-01	0.000000000e+00	3.452690607e-12
1.097177419e+10	-4.753800000e-01	0.000000000e+00	3.510610856e-12
1.097258065e+10	-4.753800000e-01	0.000000000e+00	3.556058876e-12
1.097338710e+10	-4.753800000e-01	0.000000000e+00	3.522088220e-12
1.097419355e+10	-4.753800000e-01	0.000000000e+00	3.580197770e-12
1.097500000e+10	-4.753800000e-01	0.000000000e+00	3.619233819e-12
1.097580645e+10	-4.753800000e-01	0.000000000e+00	3.684404778e-12
1.097661290e+10	-4.753800000e-01	0.000000000e+00	3.667060579e-12
1.097741935e+10	-4.753800000e-01	0.000000000e+00	3.724996006e-12
1.097822581e+10	-4.753800000e-01	0.000000000e+00	3.729415648e-12
1.097903226e+10	-4.753800000e-01	0.000000000e+00	3.744481721e-12
1.097983871e+10	-4.753800000e-01	0.000000000e+00	3.777430625e-12
1.098064516e+10	-4.753800000e-01	0.000000000e+00	3.835141840e-12
1.098145161e+10	-4.753800000e-01	0.000000000e+00	3.864439151e-12
1.098225806e+10	-4.753800000e-01	0.000000000e+00	3.840407159e-12
1.098306452e+10	-4.753800000e-01	0.000000000e+00	3.892448863e-12
1.098387097e+10	-4.753800000e-01	0.000000000e+00	3.935235384e-12
1.098467742e+10	-4.753800000e-01	0.000000000e+00	3.947899733e-12
1.098548387e+10	-4.753800000e-01	0.000000000e+00	3.999542884e-12
1.098629032e+10	-4.753800000e-01	0.000000000e+00	4.033935078e-12
1.098709677e+10	-4.753800000e-01	0.000000000e+00	4.011963071e-12
1.098790323e+10	-4.753800000e-01	0.000000000e+00	4.028326717e-12
1.098870968e+10	-4.753800000e-01	0.000000000e+00	4.170903206e-12
1.098951613e+10	-4.753800000e-01	0.000000000e+00	4.133062382e-12
1.099032258e+10	-4.753800000e-01	0.000000000e+00	4.126061905e-12
1.099112903e+10	-4.753800000e-01	0.000000000e+00	4.094672951e-12
1.099193548e+10	-4.753800000e-01	0.000000000e+00	4.157150752e-12
1.099274194e+10	-4.753800000e-01	0.000000000e+00	4.212093348e-12
1.099354839e+10	-4.753800000e-01	0.000000000e+00	4.355408829e-12
1.099435484e+10	-4.753800000e-01	0.000000000e+00	5.254648713e-12
1.099516129e+10	-4.753800000e-01	0.000000000e+00	7.852033260e-12
1.099596774e+10	-4.753800000e-01	0.000000000e+00	5.304733215e-12
1.099677419e+10	-4.753800000e-01	0.000000000e+00	4.322989015e-12
1.099758065e+10	-4.753800000e-01	0.000000000e+00	4.277452090e-12
1.099838710e+10	-4.753800000e-01	0.000000000e+00	4.290245676e-12
1.099919355e+10	-4.753800000e-01	0.000000000e+00	4.274094533e-12
1.100000000e+10	-4.753800000e-01	0.000000000e+00	4.325967102e-12
1.100080645e+10	-4.753800000e-01	0.000000000e+00	4.384111130e-12
1.100161290e+10	-4.753800000e-01	0.000000000e+00	4.368228435e-12
1.100241935e+10	-4.753800000e-01	0.000000000e+00	4.362905870e-12
1.100322581e+10	-4.753800000e-01	0.000000000e+00	4.414530373e-12
1.100403226e+10	-4.753800000e-01	0.000000000e+00	4.382247603e-12
1.100483871e+10	-4.753800000e-01	0.000000000e+00	4.386021494e-12
1.100564516e+10	-4.753800000e-01	0.000000000e+00	4.437482933e-12
1.100645161e+10	-4.753800000e-01	0.000000000e+00	4.394628758e-12
1.100725806e+10	-4.753800000e-01	0.000000000e+00	4.511337050e-12
1.100806452e+10	-4.753800000e-01	0.000000000e+00	4.484369039e-12
1.100887097e+10	-4.753800000e-01	0.000000000e+00	4.383433286e-12
1.100967742e+10	-4.753800000e-01	0.000000000e+00	4.461118974e-12
1.101048387e+10	-4.753800000e-01	0.000000000e+00	4.482825135e-12
1.101129032e+10	-4.753800000e-01	0.000000000e+00	4.527231021e-12
1.101209677e+10	-4.753800000e-01	0.000000000e+00	4.577292538e-12
1.101290323e+10	-4.753800000e-01	0.000000000e+00	4.481258680e-12
1.101370968e+10	-4.753800000e-01	0.000000000e+00	4.577075264e-12
1.101451613e+10	-4.753800000e-01	0.000000000e+00	4.491062470e-12
1.101532258e+10	-4.753800000e-01	0.000000000e+00	4.539726668e-12
1.101612903e+10	-4.753800000e-01	0.000000000e+00	4.577348917e-12
1.101693548e+10	-4.753800000e-01	0.000000000e+00	4.609740107e-12
1.101774194e+10	-4.753800000e-01	0.000000000e+00	4.655149530e-12
1.101854839e+10	-4.753800000e-01	0.000000000e+00	4.612510460e-12
1.101935484e+10	-4.753800000e-01	0.000000000e+00	4.731038911e-12
1.102016129e+10	-4.753800000e-01	0.000000000e+00	4.694907657e-12
1.102096774e+10	-4.753800000e-01	0.000000000e+00	4.722552644e-12
1.102177419e+10	-4.753800000e-01	0.000000000e+00	4.627696230e-12
1.102258065e+10	-4.753800000e-01	0.000000000e+00	4.735670623e-12
1.102338710e+10	-4.753800000e-01	0.000000000e+00	4.843942521e-12
1.102419355e+10	-4.753800000e-01	0.000000000e+00	4.855350063e-12
1.102500000e+10	-4.753800000e-01	0.000000000e+00	4.792454628e-12
1.102580645e+10	-4.753800000e-01	0.000000000e+00	4.814132166e-12
1.102661290e+10	-4.753800000e-01	0.000000000e+00	4.893446759e-12
1.102741935e+10	-4.753800000e-01	0.000000000e+00	4.859070611e-12
1.102822581e+10	-4.753800000e-01	0.000000000e+00	4.871309519e-12
1.102903226e+10	-4.753800000e-01	0.000000000e+00	4.863502830e-12
1.102983871e+10	-4.753800000e-01	0.000000000e+00	5.004482072e-12
1.103064516e+10	-4.753800000e-01	0.000000000e+00	5.007085024e-12
1.103145161e+10	-4.753800000e-01	0.000000000e+00	4.904048955e-12
1.103225806e+10	-4.753800000e-01	0.000000000e+00	5.000738105e-12
1.103306452e+10	-4.753800000e-01	0.000000000e+00	4.986141274e-12
1.103387097e+10	-4.753800000e-01	0.000000000e+00	4.950974526e-12
1.103467742e+10	-4.753800000e-01	0.000000000e+00	4.975396397e-12
1.103548387e+10	-4.753800000e-01	0.000000000e+00	4.995978891e-12
1.103629032e+10	-4.753800000e-01	0.000000000e+00	5.002513161e-12
1.103709677e+10	-4.753800000e-01	0.000000000e+00	5.027304094e-12
1.103790323e+10	-4.753800000e-01	0.000000000e+00	5.071906003e-12
1.103870968e+10	-4.753800000e-01	0.000000000e+00	5.023393160e-12
1.103951613e+10	-4.753800000e-01	0.000000000e+00	5.007762434e-12
1.104032258e+10	-4.753800000e-01	0.000000000e+00	4.990785996e-12
1.104112903e+10	-4.753800000e-01	0.000000000e+00	4.935820849e-12
1.104193548e+10	-4.753800000e-01	0.000000000e+00	5.043119568e-12
1.104274194e+10	-4.753800000e-01	0.000000000e+00	5.053487143e-12
1.104354839e+10	-4.753800000e-01	0.000000000e+00	5.026138360e-12
1.104435484e+10	-4.753800000e-01	0.000000000e+00	5.063760175e-12
1.104516129e+10	-4.753800000e-01	0.000000000e+00	5.098321505e-12
1.104596774e+10	-4.174000000e-01	0.000000000e+00	3.076656985e-12
1.104677419e+10	-4.174000000e-01	0.000000000e+00	2.993233482e-12
1.104758065e+10	-4.174000000e-01	0.000000000e+00	2.979540659e-12
1.104838710e+10	-4.174000000e-01	0.000000000e+00	3.039807338e-12
1.104919355e+10	-4.174000000e-01	0.000000000e+00	3.063895491e-12
1.105000000e+10	-4.174000000e-01	0.000000000e+00	3.000324815e-12
1.105000000e+10	-4.174000000e-01	0.000000000e+00	3.072973083e-12
1.095000000e+10	-4.174000000e-01	0.000000000e+00	3.064509150e-12
1.095080645e+10	-4.174000000e-01	0.000000000e+00	3.057180160e-12
1.095161290e+10	-4.174000000e-01	0.000000000e+00	3.039230759e-12
1.095241935e+10	-4.174000000e-01	0.000000000e+00	3.099408534e-12
1.095322581e+10	-4.174000000e-01	0.000000000e+00	3.161533318e-12
1.095403226e+10	-4.174000000e-01	0.000000000e+00	3.116065348e-12
1.095483871e+10	-4.174000000e-01	0.000000000e+00	3.120677978e-12
1.095564516e+10	-4.174000000e-01	0.000000000e+00	3.157492713e-12
1.095645161e+10	-4.174000000e-01	0.000000000e+00	3.156655276e-12
1.095725806e+10	-4.174000000e-01	0.000000000e+00	3.177122844e-12
1.095806452e+10	-4.174000000e-01	0.000000000e+00	3.138882383e-12
1.095887097e+10	-4.174000000e-01	0.000000000e+00	3.176051219e-12
1.095967742e+10	-4.174000000e-01	0.000000000e+00	3.202535242e-12
1.096048387e+10	-4.174000000e-01	0.000000000e+00	3.228445939e-12
1.096129032e+10	-4.174000000e-01	0.000000000e+00	3.214287126e-12
1.096209677e+10	-4.174000000e-01	0.000000000e+00	3.233190842e-12
1.096290323e+10	-4.174000000e-01	0.000000000e+00	3.333581458e-12
1.096370968e+10	-4.174000000e-01	0.000000000e+00	3.303790184e-12
1.096451613e+10	-4.174000000e-01	0.000000000e+00	3.316606755e-12
1.096532258e+10	-4.174000000e-01	0.000000000e+00	3.374691585e-12
1.096612903e+10	-4.174000000e-01	0.000000000e+00	3.318360777e-12
1.096693548e+10	-4.174000000e-01	0.000000000e+00	3.384969388e-12
1.096774194e+10	-4.174000000e-01	0.000000000e+00	3.426123534e-12
1.096854839e+10	-4.174000000e-01	0.000000000e+00	3.403824531e-12
1.096935484e+10	-4.174000000e-01	0.000000000e+00	3.445661725e-12
1.097016129e+10	-4.174000000e-01	0.000000000e+00	3.437686984e-12
1.097096774e+10	-4.174000000e-01	0.000000000e+00	3.522694723e-12
1.097177419e+10	-4.174000000e-01	0.000000000e+00	3.518087297e-12
1.097258065e+10	-4.174000000e-01	0.000000000e+00	3.560309382e-12
1.097338710e+10	-4.174000000e-01	0.000000000e+00	3.551357776e-12
1.097419355e+10	-4.174000000e-01	0.000000000e+00	3.555890174e-12
1.097500000e+10	-4.174000000e-01	0.000000000e+00	3.653557058e-12
1.097580645e+10	-4.174000000e-01	0.000000000e+00	3.682709519e-12
1.097661290e+10	-4.174000000e-01	0.000000000e+00	3.684456386e-12
1.097741935e+10	-4.174000000e-01	0.000000000e+00	3.679353263e-12
1.097822581e+10	-4.174000000e-01	0.000000000e+00	3.720463607e-12
1.097903226e+10	-4.174000000e-01	0.000000000e+00	3.743922707e-12
1.097983871e+10	-4.174000000e-01	0.000000000e+00	3.810502261e-12
1.098064516e+10	-4.174000000e-01	0.000000000e+00	3.849492339e-12
1.098145161e+10	-4.174000000e-01	0.000000000e+00	3.828766731e-12
1.098225806e+10	-4.174000000e-01	0.000000000e+00	3.852299556e-12
1.098306452e+10	-4.174000000e-01	0.000000000e+00	3.949217689e-12
1.098387097e+10	-4.174000000e-01	0.000000000e+00	3.953250487e-12
1.098467742e+10	-4.174000000e-01	0.000000000e+00	3.998580113e-12
1.098548387e+10	-4.174000000e-01	0.000000000e+00	3.994529100e-12
1.098629032e+10	-4.174000000e-01	0.000000000e+00	4.045737270e-12
1.098709677e+10	-4.174000000e-01	0.000000000e+00	4.034282457e-12
1.098790323e+10	-4.174000000e-01	0.000000000e+00	4.129375661e-12
1.098870968e+10	-4.174000000e-01	0.000000000e+00	4.042291675e-12
1.098951613e+10	-4.174000000e-01	0.000000000e+00	4.157910561e-12
1.099032258e+10	-4.174000000e-01	0.000000000e+00	4.151976072e-12
1.099112903e+10	-4.174000000e-01	0.000000000e+00	4.146523836e-12
1.099193548e+10	-4.174000000e-01	0.000000000e+00	4.226962964e-12
1.099274194e+10	-4.174000000e-01	0.000000000e+00	4.313468853e-12
1.099354839e+10	-4.174000000e-01	0.000000000e+00	5.252904015e-12
1.099435484e+10	-4.174000000e-01	0.000000000e+00	7.872710296e-12
1.099516129e+10	-4.174000000e-01	0.000000000e+00	5.301025677e-12
1.099596774e+10	-4.174000000e-01	0.000000000e+00	4.302835432e-12
1.099677419e+10	-4.174000000e-01	0.000000000e+00	4.274575052e-12
1.099758065e+10	-4.174000000e-01	0.000000000e+00	4.342268298e-12
1.099838710e+10	-4.174000000e-01	0.000000000e+00	4.314264657e-12
1.099919355e+10	-4.174000000e-01	0.000000000e+00	4.367859806e-12
1.100000000e+10	-4.174000000e-01	0.000000000e+00	4.274612782e-12
1.100080645e+10	-4.174000000e-01	0.000000000e+00	4.317236672e-12
1.100161290e+10	-4.174000000e-01	0.000000000e+00	4.351286692e-12
1.100241935e+10	-4.174000000e-01	0.000000000e+00	4.332697829e-12
1.100322581e+10	-4.174000000e-01	0.000000000e+00	4.410142824e-12
1.100403226e+10	-4.174000000e-01	0.000000000e+00	4.341704080e-12
1.100483871e+10	-4.174000000e-01	0.000000000e+00	4.435471955e-12
1.100564516e+10	-4.174000000e-01	0.000000000e+00	4.466781112e-12
1.100645161e+10	-4.174000000e-01	0.000000000e+00	4.403523986e-12
1.100725806e+10	-4.174000000e-01	0.000000000e+00	4.434451504e-12
1.100806452e+10	-4.174000000e-01	0.000000000e+00	4.394875956e-12
1.100887097e+10	-4.174000000e-01	0.000000000e+00	4.396814076e-12
1.100967742e+10	-4.174000000e-01	0.000000000e+00	4.499520114e-12
1.101048387e+10	-4.174000000e-01	0.000000000e+00	4.464466557e-12
1.101129032e+10	-4.174000000e-01	0.000000000e+00	4.488751384e-12
1.101209677e+10	-4.174000000e-01	0.000000000e+00	4.536497913e-12
1.101290323e+10	-4.174000000e-01	0.000000000e+00	4.567573316e-12
1.101370968e+10	-4.174000000e-01	0.000000000e+00	4.497496993e-12
1.101451613e+10	-4.174000000e-01	0.000000000e+00	4.530509214e-12
1.101532258e+10	-4.174000000e-01	0.000000000e+00	4.537454613e-12
1.101612903e+10	-4.174000000e-01	0.000000000e+00	4.515325180e-12
